iter	RMSE
234	25.17173116
235	25.1169836
236	25.07199669
237	25.04019337
238	24.90165043
239	24.77644093
240	24.72827752
241	24.69737426
242	24.50911435
243	24.47490802
244	24.32773054
245	24.25844073
246	24.23356616
247	24.09980606
248	24.06680212
249	23.91117023
250	23.87896905
251	23.85331902
252	23.81130892
253	23.76048316
254	23.62494411
255	23.48959311
256	23.3182767
257	23.18598423
258	23.16032841
259	23.06055446
260	22.93661372
261	22.79541397
262	22.66170011
263	22.55839801
264	22.44284626
265	22.4151709
266	22.28898239
267	22.1659367
268	22.01787638
269	21.87488108
270	21.71933383
271	21.59923672
272	21.53227958
273	21.50994702
274	21.38411817
275	21.32700491
276	21.22676223
277	21.2022388
278	21.06375825
279	21.03287339
280	20.96312125
281	20.83568283
282	20.81287658
283	20.69510148
284	20.64873675
285	20.52370444
286	20.48716299
287	20.38683994
288	20.27638016
289	20.25529
290	20.16311788
291	20.0527237
292	19.96790923
293	19.87488993
294	19.76978578
295	19.75199977
296	19.62031681
297	19.5897523
298	19.53141979
299	19.51287869
300	19.38492329
301	19.37014423
302	19.26215726
303	19.23645386
304	19.21972987
305	19.2075894
306	19.19258685
307	19.0740807
308	19.04591855
309	19.02326405
310	18.90747419
311	18.8086316
312	18.69268031
313	18.66944735
314	18.61638465
315	18.59550001
316	18.49683578
317	18.39179277
318	18.35288038
319	18.34293658
320	18.32564634
321	18.22349311
322	18.11708831
323	18.01076357
324	17.88280869
325	17.87271621
326	17.78179481
327	17.68700239
328	17.67260218
329	17.55550531
330	17.47095378
331	17.39092209
332	17.31146689
333	17.28936138
334	17.24512104
335	17.23397583
336	17.22233854
337	17.21119018
338	17.08770995
339	17.07591421
340	17.01064241
341	16.92624222
342	16.8807212
343	16.80413076
344	16.77959063
345	16.74802283
346	16.71589886
347	16.62664781
348	16.55114157
349	16.54025665
350	16.48673259
351	16.38976876
352	16.30724324
353	16.21477694
354	16.11047942
355	16.09944302
356	16.00644601
357	15.98006418
358	15.9009422
359	15.8092404
360	15.71535346
361	15.70303416
362	15.69415821
363	15.67940703
364	15.67216224
365	15.58862253
366	15.57885869
367	15.55544995
368	15.52044291
369	15.48117776
370	15.43169237
371	15.35780753
372	15.27763776
373	15.18485863
374	15.15783652
375	15.13889472
376	15.06616093
377	15.00111579
378	14.99174504
379	14.903743
380	14.89425004
381	14.79790542
382	14.78764647
383	14.77992916
384	14.72000638
385	14.66998545
386	14.66007936
387	14.65073049
388	14.56381518
389	14.5199804
390	14.48823106
391	14.47462184
392	14.42489559
393	14.41588763
394	14.32496444
395	14.24044083
396	14.19424839
397	14.10579696
398	14.05376549
399	14.03780382
400	13.9463378
401	13.87552434
402	13.83495683
403	13.74918762
404	13.6786964
405	13.62473442
406	13.61649925
407	13.52954028
408	13.52123678
409	13.45172869
410	13.44211944
411	13.35790652
412	13.29488241
413	13.2442245
414	13.23643164
415	13.22812192
416	13.20815756
417	13.198016
418	13.11489444
419	13.033961
420	12.96981813
421	12.92170989
422	12.90840273
423	12.83011809
424	12.81124696
425	12.72804694
426	12.71186071
427	12.67011148
428	12.6522632
429	12.58765002
430	12.52830638
431	12.4563257
432	12.44951456
433	12.40830003
434	12.35728677
435	12.292759
436	12.27706845
437	12.25097098
438	12.19831491
439	12.1396589
440	12.13149371
441	12.09025728
442	12.05116713
443	11.98714563
444	11.9299989
445	11.87851289
446	11.80642079
447	11.75025222
448	11.72898885
449	11.70046423
450	11.64235942
451	11.58307968
452	11.57180491
453	11.51164747
454	11.48064208
455	11.43527178
456	11.36671323
457	11.30905229
458	11.28375239
459	11.25391553
460	11.21354803
461	11.1586015
462	11.14536436
463	11.098733
464	11.08513282
465	11.07020865
466	11.04380081
467	11.03779095
468	11.00403264
469	10.96817694
470	10.90237469
471	10.85567089
472	10.84496465
473	10.83734259
474	10.83139175
475	10.82655654
476	10.81196875
477	10.80512845
478	10.75338314
479	10.74723982
480	10.74016757
481	10.71916837
482	10.67928032
483	10.621193
484	10.5859559
485	10.53469436
486	10.48790421
487	10.4516918
488	10.43696511
489	10.39773005
490	10.33205026
491	10.31584394
492	10.2571532
493	10.19461153
494	10.13826323
495	10.121384
496	10.08921312
497	10.03216315
498	9.992816825
499	9.98599509
500	9.980021951
501	9.957058344
502	9.903015579
503	9.871739512
504	9.835208147
505	9.796509609
506	9.780675777
507	9.753625687
508	9.729105306
509	9.682735882
510	9.67621348
511	9.670368736
512	9.659177452
513	9.624240541
514	9.584454851
515	9.554007642
516	9.538043731
517	9.517907009
518	9.477845422
519	9.467113437
520	9.447955712
521	9.410947818
522	9.364744295
523	9.313541847
524	9.303968373
525	9.266209832
526	9.215252234
527	9.197796969
528	9.189157954
529	9.147653465
530	9.10505189
531	9.091122273
532	9.050333815
533	9.032755135
534	9.01831966
535	8.972237334
536	8.956694161
537	8.930954562
538	8.889943576
539	8.85439477
540	8.843298285
541	8.793676905
542	8.73748827
543	8.711056225
544	8.679425938
545	8.636276611
546	8.600873826
547	8.564602324
548	8.52760239
549	8.513697541
550	8.484245773
551	8.44784399
552	8.430336443
553	8.393333486
554	8.385706259
555	8.356956083
556	8.326655202
557	8.319996248
558	8.304005176
559	8.244847796
560	8.239686389
561	8.225976868
562	8.217441598
563	8.203425665
564	8.167691444
565	8.146534278
566	8.118567812
567	8.07901614
568	8.056655701
569	8.00524868
570	7.974105123
571	7.968178015
572	7.96149866
573	7.95748098
574	7.942560464
575	7.911915816
576	7.883391386
577	7.871680526
578	7.833682866
579	7.823051231
580	7.795633538
581	7.758891703
582	7.748877816
583	7.70927504
584	7.705019955
585	7.690377744
586	7.686002581
587	7.657593453
588	7.624199494
589	7.621228057
590	7.608437475
591	7.570922167
592	7.56291351
593	7.518973209
594	7.476645465
595	7.465491455
596	7.433888025
597	7.405999544
598	7.400611892
599	7.37671675
600	7.354155841
601	7.343411236
602	7.339304626
603	7.321150094
604	7.305114662
605	7.26981331
606	7.265699921
607	7.255422622
608	7.252354085
609	7.21305057
610	7.201845225
611	7.191752066
612	7.159333772
613	7.137714917
614	7.097823479
615	7.092114267
616	7.064407107
617	7.031785862
618	6.991664916
619	6.954907076
620	6.92148548
621	6.897464027
622	6.875500112
623	6.843326059
624	6.829611669
625	6.798865078
626	6.794782171
627	6.762247639
628	6.736227628
629	6.73258078
630	6.728648486
631	6.704249623
632	6.684422472
633	6.675777841
634	6.643427572
635	6.633794048
636	6.608418764
637	6.577048427
638	6.568949936
639	6.556924044
640	6.52641886
641	6.523664465
642	6.486237609
643	6.454805594
644	6.415695447
645	6.385047407
646	6.365670129
647	6.335584117
648	6.305383029
649	6.300270626
650	6.289050839
651	6.285565636
652	6.25819228
653	6.250569513
654	6.245587026
655	6.21508956
656	6.192765842
657	6.166398318
658	6.144656911
659	6.140887036
660	6.118405785
661	6.112078408
662	6.108518575
663	6.102169735
664	6.081364157
665	6.069652231
666	6.050511674
667	6.034276342
668	6.004292835
669	5.986370312
670	5.981718576
671	5.966228983
672	5.948429981
673	5.921966529
674	5.910049108
675	5.888865616
676	5.877935992
677	5.854250602
678	5.849471405
679	5.836322524
680	5.812362338
681	5.787867656
682	5.760175528
683	5.730565269
684	5.715958507
685	5.695634967
686	5.669986623
687	5.666680693
688	5.643967185
689	5.61819381
690	5.597301106
691	5.569729436
692	5.544573734
693	5.535967806
694	5.531255492
695	5.511140285
696	5.487862356
697	5.485141649
698	5.482889517
699	5.465892414
700	5.443336421
701	5.427693292
702	5.418483883
703	5.401211749
704	5.393399117
705	5.390750245
706	5.367436331
707	5.345772567
708	5.321837617
709	5.317305783
710	5.298801047
711	5.278118546
712	5.274385845
713	5.25243263
714	5.230544636
715	5.206478849
716	5.195617785
717	5.179761231
718	5.152022074
719	5.126642215
720	5.105578804
721	5.081031684
722	5.079101955
723	5.065222127
724	5.04913596
725	5.027815387
726	5.020450407
727	5.004871661
728	4.984209383
729	4.976540574
730	4.964731444
731	4.941582222
732	4.929965863
733	4.92264393
734	4.904686423
735	4.901509401
736	4.885560843
737	4.882129992
738	4.862270473
739	4.85517058
740	4.850873639
741	4.844264214
742	4.837061119
743	4.810897765
744	4.799754138
745	4.795847502
746	4.770984486
747	4.767531215
748	4.759300082
749	4.740535433
750	4.72983563
751	4.71558611
752	4.712079454
753	4.681809064
754	4.676998268
755	4.667889678
756	4.65047589
757	4.636661618
758	4.617672793
759	4.604317557
760	4.590934437
761	4.588381302
762	4.577821351
763	4.557357845
764	4.554568947
765	4.531385746
766	4.524829702
767	4.511069198
768	4.496474545
769	4.478913865
770	4.468773285
771	4.45792134
772	4.444712208
773	4.426549357
774	4.409530169
775	4.399807591
776	4.395712461
777	4.389836707
778	4.373833919
779	4.352711721
780	4.349865018
781	4.331389619
782	4.322647534
783	4.316407593
784	4.310911312
785	4.306747032
786	4.302105683
787	4.286396693
788	4.278155974
789	4.275132894
790	4.27119961
791	4.266325885
792	4.244727036
793	4.23433689
794	4.227259117
795	4.213669778
796	4.207475792
797	4.195266693
798	4.193653311
799	4.174138117
800	4.148926272
801	4.140635613
802	4.133692344
803	4.127750919
804	4.124630036
805	4.100667504
806	4.096963196
807	4.081591111
808	4.073288493
809	4.057750358
810	4.054737989
811	4.051905
812	4.031787956
813	4.011173927
814	3.994473996
815	3.979667473
816	3.978055367
817	3.963486494
818	3.952311945
819	3.939140996
820	3.924771073
821	3.909924652
822	3.887376236
823	3.875244201
824	3.865400926
825	3.848511802
826	3.832015953
827	3.814358748
828	3.806561096
829	3.795396913
830	3.787303504
831	3.780255693
832	3.766626632
833	3.751251929
834	3.731727766
835	3.715553584
836	3.707405098
837	3.700658138
838	3.694378505
839	3.681134169
840	3.660668949
841	3.655712963
842	3.642811184
843	3.638731108
844	3.623320011
845	3.605803937
846	3.587889865
847	3.571998196
848	3.563075523
849	3.559775906
850	3.556836371
851	3.547467424
852	3.538402787
853	3.524390951
854	3.504350995
855	3.485312617
856	3.475115444
857	3.457747354
858	3.45384141
859	3.451774096
860	3.430195533
861	3.421653849
862	3.416075176
863	3.411873834
864	3.405858088
865	3.401653912
866	3.38569455
867	3.382236884
868	3.372878907
869	3.35686164
870	3.350657163
871	3.33402575
872	3.321978588
873	3.316028914
874	3.312961161
875	3.304567578
876	3.298865707
877	3.291909094
878	3.288355153
879	3.286934398
880	3.279063817
881	3.263892325
882	3.248136029
883	3.240915896
884	3.227611517
885	3.213949793
886	3.211095014
887	3.197077387
888	3.184435395
889	3.169316145
890	3.165433331
891	3.161555105
892	3.146246087
893	3.144621954
894	3.132961878
895	3.12482754
896	3.116071428
897	3.104017211
898	3.102739812
899	3.099984469
900	3.09645065
901	3.083216224
902	3.079655161
903	3.076556327
904	3.062177483
905	3.050900983
906	3.049329206
907	3.040779684
908	3.030299237
909	3.018814719
910	3.002614054
911	2.993206097
912	2.984656544
913	2.981744113
914	2.973734977
915	2.97057397
916	2.964579642
917	2.961540626
918	2.959811503
919	2.954805214
920	2.94313022
921	2.933500765
922	2.930638597
923	2.920075259
924	2.906666121
925	2.89598014
926	2.887716174
927	2.882035505
928	2.876473561
929	2.873952185
930	2.870643121
931	2.865072134
932	2.854962581
933	2.839609804
934	2.8328832
935	2.821945777
936	2.813786889
937	2.803001358
938	2.791431854
939	2.783503502
940	2.770556831
941	2.762661918
942	2.75956371
943	2.743180202
944	2.736199161
945	2.727188298
946	2.718568266
947	2.715914599
948	2.706386508
949	2.702441982
950	2.695192472
951	2.68959069
952	2.683811371
953	2.678675551
954	2.677535924
955	2.662766558
956	2.656420429
957	2.643909866
958	2.635401569
959	2.629496698
960	2.621637356
961	2.610517032
962	2.603250533
963	2.598679584
964	2.588384079
965	2.5790171
966	2.57021055
967	2.566818823
968	2.561403012
969	2.551145681
970	2.546118158
971	2.540488742
972	2.536784192
973	2.532023079
974	2.521566024
975	2.514723673
976	2.51322169
977	2.501268426
978	2.496411214
979	2.486483025
980	2.480519982
981	2.468889363
982	2.458844045
983	2.450097894
984	2.442037528
985	2.436714981
986	2.433999595
987	2.420989002
988	2.419936918
989	2.414731372
990	2.411310447
991	2.400340679
992	2.395904814
993	2.395248221
994	2.391913828
995	2.389962502
996	2.383211483
997	2.379947954
998	2.376032572
999	2.373711945
